Year,Div_world_mean,Argentina,Australia,Austria,Bahrain,Belgium,Bosnia and Herzegovina,Botswana,Brazil,Bulgaria,Cambodia,Canada,Chad,Chile,China,CÃ´te d'Ivoire,Croatia,Cyprus,Denmark,Ecuador,Egypt,Estonia,Finland,France,Georgia,Germany,Ghana,Greece,Hong Kong,Hungary,Iceland,India,Indonesia,Iraq,Ireland,Israel,Italy,Jamaica,Japan,Jordan,Kenya,Kuwait,Lebanon,Luxembourg,Macedonia,Malaysia,Malta,Mauritius,Mexico,Montenegro,Morocco,Namibia,Netherlands,New Zealand,Nigeria,Norway,Oman,Pakistan,Palestinian Territories,Panama,Peru,Philippines,Portugal,Qatar,Romania,Russia,Saudi Arabia,Serbia,Singapore,Slovakia,Slovenia,South Africa,South Korea,Spain,Sri Lanka,Sweden,Switzerland,Taiwan,Thailand,Trinidad and Tobago,Tunisia,Turkey,UAE,Uganda,UK,Ukraine,US,Venezuela,Vietnam,Zambia
2004,69.19562828531366,77.85766799250784,40.73336083663205,39.65918743509225,99.61450230195175,18.04352767389894,NA,89.74529009110724,58.845372892433055,75.13138983403151,NA,56.91335044375894,NA,62.227379060973284,98.83981466601644,96.759024529514,74.15483662981642,92.09550858642247,33.11342602914931,100,100,64.9124873008565,54.5457514072464,5.694951086413291,NA,9.753557767963928,100,55.46121090449021,49.44117417549164,67.49600955300869,85.72537860337478,82.32374710040527,62.10237926562689,NA,47.436879529896544,75.66025120867032,13.796298489707958,100,50.978603169530025,100,90.2797627527628,98.51802007624086,NA,65.71910037166965,NA,72.80487608024082,70.19139719477792,100,51.18583709914427,92.64216342327066,77.0632643872152,49.31919517065963,8.41512041884438,50.00010709410905,100,56.229077461062325,98.3160367351139,96.91774993338205,NA,100,85.82702075765175,88.06242438391048,36.045574565313764,96.6777718429838,87.69295613388796,84.80249997857388,89.08137304064951,NA,45.69785246969258,77.58133881291663,58.01873011464862,61.61036432494298,46.40281946353673,15.584261507351894,98.72593682980691,23.731830039947333,21.492260670403606,62.528886230548586,75.4948439235933,100,60.7735569557076,81.89742162457803,NA,96.72698890016645,28.524595816865748,100,63.88313741536877,93.88158417463843,NA,99.84894951229857
2005,74.14542502219695,78.12289040579113,53.563728121771405,48.83966969201411,99.05759458919351,23.739622583589327,NA,93.46256961464456,75.57971954183411,87.02191176313111,NA,66.97236605000094,NA,67.54075234548418,98.62800055458203,92.33906185519348,89.33886529558565,88.86436811642567,47.31763729874845,100,98.46511149235891,79.22724633729997,41.070522441877365,8.316999788004132,NA,17.277876200125863,100,65.71990379255952,62.95996020788379,68.31564376625688,88.96962520301979,84.81461549283637,88.90562289999482,NA,50.018575727146256,89.02512426027386,16.65260463585243,95.79659802593787,58.40449297660226,98.78194801224599,100,99.5412213532707,NA,78.73495143335184,100,93.4052783840991,85.16145877162596,100,58.66887308584728,98.28122958051682,70.17915762936136,65.2668561329706,13.485359690265408,47.835543912434055,100,54.57947422952005,100,100,NA,NA,84.72442845350118,95.27925829274783,38.89155593991623,95.99717700565516,95.51928846267423,76.72347718697819,98.7135283608054,NA,62.6705447497803,81.92060968911102,69.65520191775201,50.76296080664292,59.411173802585935,16.552839296687672,98.96330580219505,31.580609860176136,30.06610280105153,61.54463165657693,81.40485118807128,96.51050442383243,78.25720749411566,71.75794922532981,98.05159229242196,100,27.51587935027109,97.8125846851161,69.5843343738957,100,NA,99.36634634413842
2006,66.70543653102986,47.75965239220511,41.31155737816072,28.314132122174417,100,11.384921710206674,NA,85.20660422004701,52.801979867624006,85.78644390566075,NA,57.424620112482785,NA,45.798965680492664,98.07125704855903,96.23304506433466,87.37750367671453,78.09660608765199,31.017819928728386,99.35663281587077,95.75772390277244,76.32612959873359,21.103660162325255,4.813477345822415,NA,8.89854203902365,100,40.76636738391359,43.3173606133674,47.35611037816319,91.61745839787214,53.730017663847086,43.37378244738641,NA,27.34730542880397,81.13560498897323,11.097728883824088,100,46.62680483744186,97.36607944511921,99.26457901144036,100,NA,77.80568893979346,96.83941137092576,69.21386369003169,93.28331474773258,100,36.15799799617258,97.81863276737268,90.24994941160524,57.95723722989019,6.599871714066197,75.22407451658509,99.01005607498313,39.650761941246856,99.61792991409868,96.79632268020039,NA,100,90.64506207160544,66.06238486525214,42.62823399481325,100,88.29898253176728,38.967408783884274,95.4146330797983,NA,36.24640556439898,88.17059940348997,73.9143447916875,39.45688666074973,44.283452621990364,9.559798006678522,100,20.378642923380774,17.391137653644773,54.97790784426382,76.83067675904796,97.65072265699368,82.31838166421241,48.68044781337919,100,98.82911983957321,13.368738299458194,98.08659640947674,43.76400497923847,98.44476572915566,NA,100
2007,63.4547678358208,39.26537837927244,25.6068685967626,20.514122540702097,96.87205179506005,15.881444629841146,NA,92.96000607793655,30.6986534119458,88.07691845435016,NA,36.13510357809942,99.40140337575448,52.96966212061469,94.85499770041606,95.99056260394816,78.57601641214626,56.07347650838228,23.85328976452493,97.647965997089,86.22900231747441,74.29428511427794,21.487605934598587,5.5753495207072845,NA,14.720394953079829,96.24152853996993,34.017952850939096,33.10330863912145,41.91592262266774,51.35009404883505,60.627420623116834,33.39952822453978,NA,32.692122862750054,53.77353535427224,10.781635885464446,99.52422075060767,60.277195362880946,100,96.88201995296754,100,NA,83.06534670916244,97.89684811703624,34.77969005325869,85.1512890366631,98.95893486936869,29.43565992217414,98.2818656999239,98.13494719699864,60.14010269955943,7.912702058196497,39.03321711248524,98.65074145628346,28.521946611277315,100,97.65221919139935,NA,100,63.53682465247253,52.65373892883688,37.9731879163178,99.54936184204793,59.55033271362725,47.69574889383008,100,99.89444945338931,22.72709382070257,93.61751825856274,94.77582515665918,29.311353611310853,33.831095499581146,19.726123684600193,99.81940232046037,16.672624025501914,20.798295765819507,38.455547854066786,74.28674097304855,97.0872993305207,90.46521257051089,34.89525791669369,93.10516827732029,100,11.105306722965658,100,28.422500525528637,100,96.90316341984689,100
2008,53.57945841137111,39.82449179316404,23.361770568443507,18.61496024360978,78.89627739470015,18.16912672864406,NA,75.3076153952359,27.350645180803788,57.099909578896956,NA,32.54958359663248,75.8869940820198,38.668164051897016,81.38363043836449,79.76012838823013,39.70636909627898,40.6144639446699,13.31777756946131,96.80216063365627,71.63221794347365,47.75976098793655,13.585624810388818,3.545967918267312,NA,13.557596439485241,100,27.087710580115697,36.97236749466939,32.430486161035766,93.99614939780987,49.96063867216509,47.41038869939223,NA,34.00706817459347,61.913696897915514,6.5396855766232775,88.4133538900109,42.88811637751757,83.83726615806476,89.76992513090559,96.09180192843596,68.6936144215776,49.51322449257757,81.54706132964006,57.01228967002887,66.92041100711383,81.53281182352968,21.332673189503936,80.58831979165144,56.99812739242055,35.25116528026329,6.15428443653856,25.318771561618682,98.48573341157257,21.297366340099376,80.4446021202762,100,NA,100,44.581483918345874,43.02495641572982,15.540553313499894,71.29761890751196,36.68491701874119,35.31713011386175,83.05754057457622,73.87580455225383,22.08605957126818,71.57665397718596,37.31409892684887,27.447477103202257,37.08284434621816,9.50080324253162,79.73788386183472,10.25292401460991,15.199109139225852,47.296678790295566,48.43963375812539,99.67677079029971,70.74784040376436,40.88133102352592,73.54858531539355,97.76299877678824,10.074763528045205,84.38615321909762,30.128810020454,98.71712602216735,86.61397275446969,89.01763496337313
2009,58.329002553917,30.017509389680676,30.811867369234403,19.42386420124481,97.9412138353057,22.065435282122227,NA,62.93256138662563,25.12695953398847,59.082138624191714,84.82565300890354,21.730406079456223,79.30656452176824,46.03738024165636,81.02461015358628,69.13376003890455,39.86863625810473,58.56935695151907,31.63628296240908,100,73.12972214088944,62.966252505715104,19.227561261758265,4.156873026910867,88.71987066189325,7.309245507668938,100,44.54380031487647,35.652780654391904,42.30890977396423,72.74106172245313,57.512550724709634,39.355458782062655,NA,33.37398865955016,53.71495683977023,8.831427044562034,95.05871293147196,65.15732298904872,96.90029062633728,96.2105165972686,94.77074898139728,100,62.919662880724005,78.00970024353535,40.82935023637323,68.54291750686735,98.19359851754032,26.587353358031173,93.94193382801342,77.87799678916781,35.84848994724727,7.889084186797146,30.99782957170628,99.72945476529004,20.15149572312238,90.46185262825978,98.78169043195629,NA,100,48.254024259173576,65.50209167507543,17.896159011425606,84.05570457825273,52.06343623796117,44.04655775189823,65.97613478637602,70.09852720978078,27.507853214901413,96.82808976448133,50.64146366796527,29.755044431925448,44.19285414088531,9.587967216296056,97.9746251908992,16.802116142019518,18.421428581176656,44.84416738807708,54.7707283924633,97.51001326599325,63.67488536404049,38.403389332251095,76.99518009902161,97.66130470879003,16.339160177872436,90.22125333378224,33.743381603392855,100,82.65110736513364,97.93690854551653
2010,55.43763996987228,43.744991103359254,22.37950446770326,11.125699185502135,91.87455716727094,7.621435487936812,NA,75.4443110165541,29.425297582168586,62.68951696273278,NA,25.65242212178598,83.86443990019512,48.78720488882482,81.896046429735,63.50577189324129,54.28835894538653,55.62741976283269,23.84146343110971,100,66.17863944556093,60.15244422123105,10.81850854859595,2.3220510209153167,88.08561710975648,6.804629808318163,100,48.353086821332205,40.53105709184506,26.94491720967518,67.71392987956581,43.77599065169366,47.763688349959786,NA,18.746549422517965,46.833701610003544,5.498490166103675,96.2755138796395,68.42541627905663,98.95791391589458,94.61611790928531,98.44239495485725,98.07232391929277,68.82858284533812,69.35160781862886,42.42804142921166,69.61370987964925,91.9618291194756,18.866570997724196,71.12808372106724,67.3308487311689,27.809302762503265,4.09901265589907,37.90305945069969,94.0480553389639,12.165686599332693,83.08222858176524,99.08083809220854,NA,100,45.6957953204006,57.048573223360854,15.973045406175023,73.65167967179516,42.936390461190484,25.84147636962546,73.5251179840132,60.302432449201774,27.873158937714294,86.54976147719935,51.554562481879806,28.12334726267094,30.4579033199063,12.458685880792398,100,10.70128952145961,21.010187749813582,32.631119121987105,72.00701285063842,95.31731941582578,76.80314796298863,35.7428065272112,77.7939855021018,98.62268315962483,12.305530120110319,61.041574641569504,30.998617126297223,99.49947728579048,93.04820161784791,87.90563400487554
2011,55.509975010363405,32.499091398867705,19.01126655376377,13.46400491139017,99.48544464020955,8.720350645748065,84.31004291425485,58.19731366313394,30.284781616285116,60.627873355644,NA,19.06066352623137,85.77657988101201,39.46384390900932,84.78730828025756,78.13012602767375,38.33229701378664,72.2892543441139,22.644477527911654,100,95.62379493465465,38.06794765235776,9.080010106515978,2.35648528559681,NA,6.12413933914282,100,57.39174809172428,27.75640858256554,30.367499616081307,69.73611386842202,55.853986535198544,37.02652065102341,NA,11.530039621029998,47.22088027546971,5.830923083652095,100,64.62220396513187,100,96.03619888771098,94.54706672155639,98.40688007911065,39.00220923571345,72.35567802610589,41.3560701408771,61.62681442946205,84.60222420886366,21.161662832585847,84.04083804398759,73.33247839678634,35.33762907264815,3.1718837451673587,32.596627302694614,93.33562481169376,11.73498541874045,97.5198764927783,91.01471959748507,NA,99.32766973788226,72.35796983643381,51.61264546223212,16.768149084913198,93.18438922391601,37.072148167958986,32.748957051591546,99.82660605602382,64.0608805248657,21.683743211079765,74.20572906954165,NA,28.275443137506308,32.607775465489986,8.00156101441849,97.47421216864034,9.254181315614819,22.56492385182708,28.745667846219735,50.9209244149048,100,91.59542249442805,55.16432098662625,80.11406041802428,99.3152277485637,12.132073932962594,35.757799940154946,23.21851273614257,95.96894509854769,95.97549492218572,96.04957669000193
2012,61.58233383475146,72.77110292808447,27.01587342385423,12.52638625348611,92.43043547224094,16.682104075465844,79.19511918765069,38.44331017912743,47.079511022094266,67.36029058625877,NA,27.19897927124062,90.27565309649475,38.83129563334361,84.51995890383253,76.35241447718424,49.35379879969505,89.6501301918883,39.911832032713605,99.52702936819641,98.61425470134036,51.4073157060565,11.755621991197563,4.620512008959244,84.94476147751803,6.776868262003122,100,76.7088484243321,40.40081731667917,33.751467370883546,75.30401937779686,63.719417318139506,45.0918629102547,100,25.298287157373256,61.69249455946082,8.763226308374561,100,63.52369064088236,96.67516988361405,99.37840929112939,98.14906349615407,100,44.28331600670363,92.53717072607978,51.716452644152376,71.84694484148496,97.11136306812519,38.64777315508046,78.90018072028907,80.97054606287541,32.44499958864383,5.667362680211651,47.383160650005316,95.55910680254172,19.59816204575845,96.93494491788579,96.06895877274923,NA,98.34634222385338,50.51563905206752,59.59917878752916,48.011164110281626,95.08778396181093,46.8192066190315,34.84363709328198,91.47619091247357,74.32422001096411,37.08003802025676,89.11107548973021,NA,38.27097679116046,33.79648832303622,19.071577302504362,100,17.188812943922784,11.244190705791478,46.66806932476841,58.07657332958581,100,74.73820225736226,52.65900866500311,83.14191507002955,100,13.899091649966822,41.95653998309206,36.97253524423216,100,97.81047612930116,100
2013,70.690736110257,89.02394011648505,52.39470727923684,28.054943995918123,100,32.63670942076369,91.65222343436467,72.61841805277432,67.00565035452203,76.25479184338903,NA,47.697735205213746,92.12724040909927,60.942988882165054,81.27908301689418,89.71609917742146,74.71245056855321,95.69710620263369,54.87497297852513,NA,94.4239184232144,72.36636688911705,24.196363776928244,7.524364920631832,96.1616982247912,14.40524424275209,100,82.4840980530493,56.388094339609715,65.28073098069514,89.18090964436503,72.4520845859262,64.2434140200596,98.32287624839711,48.87070735340706,71.67403429414959,20.855373286324586,99.99929816279267,84.65231275146982,100,99.7214450518915,NA,100,69.65903764747402,91.69875709234246,76.15269243939744,72.4750677363779,98.01041749550875,52.17627596645199,86.31417274810427,89.71850209739746,53.54460516477681,10.942889210344298,73.36944565470289,94.67051072733933,33.96050852848591,95.32050982990813,98.73048272128156,88.01856419157723,96.14510894015669,70.98562362609037,65.76671048927435,38.112496819355734,95.58108747900428,64.40997545037881,50.00637908595331,93.93947816378397,82.77279201834044,46.88369411546627,86.18522101438401,NA,56.816401139048786,54.82750532499906,18.359909851095058,93.83121416893871,19.428112914722206,27.48293352565846,48.754949811841854,66.00670760886509,100,84.93776145617183,64.57801323043756,90.38217107051561,100,22.78365602924246,63.638515401997175,59.19185446226134,99.83130623509565,92.93330675149855,99.4848477482663
2014,74.86118356149095,88.97266586885098,59.5577026078655,35.55842928713688,99.09027055663131,25.500521318176116,97.85613541656815,80.09344411986628,76.8388714818867,99.88100614884439,NA,61.1133940319941,85.8809362636159,52.693177305025266,95.81186762711073,98.94353634243744,94.41616473501338,96.29655483519885,52.86284661298536,NA,92.98553681795191,81.69122971275831,23.14419328151931,10.053856874759104,83.18760018651703,18.258887523482414,100,80.47195467557147,60.5200027187487,76.42798346598009,97.81143020629558,75.75870783599335,68.86446780636294,97.96487665914931,51.543178742117824,78.9374312875872,21.56705830914476,97.51446141786387,79.66767192329323,100,100,NA,100,75.54956867746813,100,58.078012250295195,97.56421909831367,98.2617486900749,50.969856912032895,98.5631356593236,100,60.2679732185187,17.98298801761542,75.70544586548915,91.28475111516491,53.1341105975195,79.39496246828261,100,100,100,88.37346753543876,74.67183980433884,36.185313345304,83.2183139616855,69.44392495448582,70.16424946207674,74.56071471344161,95.0975305764616,55.59602593145111,99.37526320206035,NA,48.798713260302264,64.66707167635171,18.57711806835447,100,32.926602770108836,29.477550737262813,68.25401987697165,85.22761750811917,100,94.27823815826535,68.76688401456042,78.04222695241636,100,25.620268128147305,80.5576965832894,66.82512493143395,100,100,100
2015,67.92323208079401,74.02517345959096,48.905134883037945,29.54616071181253,100,20.59823716603846,95.88256765084894,62.36464915237126,59.29909795411291,85.60667653556162,NA,47.801685993731866,77.84484040562688,41.47582727496152,82.42677279086253,88.29288826112301,80.60496241833071,90.28956054626977,41.663117794703886,NA,92.95010804218458,77.52057119399554,19.846630915078446,5.656301234963035,88.20709508632812,14.555315755956055,100,83.28233312321561,63.7194244616227,69.59456549854491,89.38432451332677,66.9189663663656,58.732967187835705,90.86272977491868,42.050844010180995,68.32874362008651,12.557370608892171,100,71.27193221175267,98.12267627500698,100,NA,97.63219751860697,42.740497322372796,85.8730499728044,59.933078019503995,78.08997123135791,95.56277455135904,38.074576941726015,86.5086358929582,93.30884564841637,52.73920261182135,10.38104932007765,77.05528218604177,97.66432235647285,42.2134528882676,77.9742615754475,87.41283148930619,97.7354314158575,96.93962806406917,65.70964978714542,59.06434071886119,26.74006915438013,80.85477552266734,72.22231260694446,49.910447876220765,77.99042586191824,87.39859538594119,41.13271220514356,88.35938733582189,NA,53.52397927158534,56.48071836540264,16.792510163188624,96.88169534107949,27.59652474829065,33.70548796630932,45.385933061187366,61.178413154084296,99.53862958191769,83.98960795456401,74.72282635185852,77.00609470036314,89.63394991572447,22.127609000983018,80.6652825327928,60.4770562822946,100,88.04905165926493,98.30729847584894
2016,61.06333912459031,51.102574747829784,40.25100073545441,19.158837289634135,NA,25.769535709964675,98.90017587352297,41.0968509615985,52.0759390909315,79.26653200178137,87.90995975459084,26.008794504397525,75.3696622752795,38.25800151249638,82.39634467595084,91.97966147444872,69.31153488920346,74.2769997138247,45.628747149179816,NA,100,77.5450105715375,24.455395917587673,4.310737715603851,50.032834331202594,11.365185782556342,100,52.41490750042207,42.791561285632596,43.73416940992778,71.66600141145288,57.33472152948974,65.95711445432141,NA,31.728735064634627,48.31077525928671,15.09969384667328,98.80677774708876,60.48189032174241,95.27093488606874,98.83262832580905,NA,100,43.17339361395969,87.65845618706699,46.326568627653764,75.85190177128736,93.84694249731959,37.864501670782616,NA,88.97784089284897,25.459812820672177,7.221690563442051,47.921568010579755,100,28.11402388780625,89.87368581717197,94.3949401782431,100,99.0964923400746,64.75415185582756,65.31248717177547,18.113619028665752,76.67657935488383,54.89794568750433,30.80034523089308,76.89226335576167,81.48556517553125,36.12587581035377,91.69164004768619,NA,25.332522944181378,33.78048449619053,13.46944681459561,98.85408824233083,20.844398518749497,20.41630591161132,45.169379731653045,68.13299148458393,100,78.2995385273917,64.55059531409574,67.40863882539233,100,13.489858985759273,68.68160438177094,42.19825352940296,100,96.19652031436746,100
2017,75.12404174684866,79.98900485515999,66.20635836170872,37.72698544423534,NA,35.447650024772024,89.5529796778067,39.94749867307734,81.00569461142645,82.39650070321466,90.30462703545594,67.81623490718493,97.18006246032635,72.74559290777745,93.21854234939147,95.42758961293252,84.7888964632489,81.47529774856604,59.146227584376234,NA,95.14422532705349,78.72090981970892,33.71429705795548,11.508775903684288,84.22255139396277,25.172577379431573,100,79.9558749069168,67.39302505039132,69.56664121058367,91.05486534270693,78.5780328055669,84.3264287073344,NA,51.898486679141456,66.46198490579145,23.967147219879024,100,77.85641975633823,100,100,NA,99.43071958005748,78.38660973002665,87.24555756195782,74.50822974494524,77.10245509184543,100,66.82174687157779,NA,97.39630376990924,30.318745077282117,16.475875408750127,75.21570894234023,100,56.60454581695929,98.25699551280789,100,99.77452521522446,98.51990152528971,73.66767788797922,88.47909960242127,42.633296100770565,97.15420420403379,79.29684166627645,64.15332802528287,91.64074805407604,83.54906447783283,63.8029964264849,91.4214209646905,NA,61.96214043391749,66.72410190974671,29.338899378959617,100,32.00559681703171,39.00268265618614,57.61545934016121,81.89527996105936,98.19057409807768,96.58100861610251,81.5508925419491,97.46006790820057,100,38.77859725858047,76.56729475882489,73.50618140772002,100,99.1010205227285,99.24108323326291
2018,68.43437434639034,73.55506315024837,49.03113959902375,30.76695154394895,NA,34.273745493581984,100,65.77930007644115,77.97298109494959,67.70539932194258,76.3144143945697,49.956532956926125,87.31557067940436,48.777715023710975,58.994685578390346,95.68179539722288,69.83473431031506,92.40773403513194,48.39287158337802,NA,99.075130196635385,72.59705043141544,29.939590973430175,11.053937961127158,71.30438534370153,16.395323310766095,98.84861607192919,67.64145134952545,44.37477222897552,58.04607870911713,99.47278074366066,66.77982703993904,72.16905002622835,NA,50.041376578556594,59.04260795390345,24.105377015997988,100,54.09422833885051,99.99242767798853,100,NA,97.46007269577358,69.4800641619632,93.29644772080076,62.99836196011172,89.80550376492533,86.10755518614525,66.1903258237561,NA,88.48527695442662,36.47671666037651,12.421078579249222,61.79654276600528,96.86823506769079,41.23566001353134,97.86138569105738,100,98.2419610508902,96.18073362205995,53.06687344440546,80.05738356007659,33.82252603431118,91.03318094959776,86.30939343613007,66.51790962906713,90.74369409452963,87.46262896964565,35.95561105379175,93.9562574121832,NA,40.775171723131955,39.734468107848755,17.125794225826642,98.7818806908638,22.440693746068664,25.73246726415053,37.20769524554325,67.78354088877921,100,89.81495629662493,84.0927029496875,88.63004352812503,100,21.169539251473324,70.30389799328817,56.4008584432528,98.76072168720555,85.73261221509293,100
